,contrast,lambda,coarse_grid,eigen_num,over_sampling,Dg_norm_a,Dg_norm_l2,Dg_ref_norm_a,Dg_ref_norm_l2,Dg_error_a,Dg_error_l2,u_norm_a,u_norm_l2,u_ref_norm_a,u_ref_norm_l2,u_error_a,u_error_l2
1000.0,5.861977570020827e-14,10,1,1,25.192886085312587,0.039545365099781474,25.26603269009488,0.03857549271001579,1.0448706191299235,0.011054139445503128,3.50294981913365,1.7611342394261746,2.825538574417279,1.8532874951079519,2.0905572467864166,0.12023553766158025
